pid,exclude,related_html,related_ids,label,object_type,genre,tags,realdate,height_cm,width_cm,diameter_cm,plate_dimensions,support,drawing_medium,signature,signature_location,support_marks,further_inscription,collaborators,collaborator_notes,collectors_patrons,print_type,print_notes,printmaker,publisher,states,our_attribution,other_attribution_authorities,ertz_1979,ertz_2008,bailey_walker,hollstein_no,collection_type,location_country,location_city,location_collection,location_or_most_recent_sale_notes,provenance,bibliography,exhibition_history,related_works,copies_and_variants,curatorial_files,external_resources,biblio,order,layout,collection,thumbnail,full
18345,"Adam and Eve in Paradise (Sotheby's, London)",,,"Adam and Eve in Paradise (Sotheby&apos;s, London)",Painting,Religious,Birds Deer Lion Parrot Old_Testament Paradise,,59,43,,,,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1383,brueghel_item,brueghel,img/derivatives/simple/18345/thumbnail.jpg,img/derivatives/simple/18345/full.jpg
18346,"The Paradise with the Creation of Eve (Christie's, London)",,,"The Paradise with the Creation of Eve (Christie&apos;s, London)",Painting,Religious,Birds Deer Monkey Parrot Nude Old_Testament Paradise,,43.5,56.8,,,Copper,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1384,brueghel_item,brueghel,img/derivatives/simple/18346/thumbnail.jpg,img/derivatives/simple/18346/full.jpg
18347,Paradise with central horse (unknown),,,Paradise with central horse (unknown),Painting,Religious,Birds Cattle Dog Horse Lion Old_Testament Paradise,,51,67,,,,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1385,brueghel_item,brueghel,img/derivatives/simple/18347/thumbnail.jpg,img/derivatives/simple/18347/full.jpg
18348,Adam and Eve in Paradise (Ottawa),,,Adam and Eve in Paradise (Ottawa),Painting,Religious,Birds Cattle Deer Horse Lion Parrot Nude Old_Testament Paradise,,64,89,,,Canvas,,,,,,,,,,,,,,,,,,,,Public,Canada,Ottawa,National Gallery of Canada,no. 9929,,,,,,,,,1386,brueghel_item,brueghel,img/derivatives/simple/18348/thumbnail.jpg,img/derivatives/simple/18348/full.jpg
18349,Adam and Eve in Paradise (Amsterdam),,,Adam and Eve in Paradise (Amsterdam),Painting,Religious,Birds Cattle Deer Horse Lion Parrot Nude Old_Testament Paradise,,60,96,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1387,brueghel_item,brueghel,img/derivatives/simple/18349/thumbnail.jpg,img/derivatives/simple/18349/full.jpg
18350,"Paradise Landscape with the Fall of Man (Hampton Court, Royal Collections)",,,"Paradise Landscape with the Fall of Man (Hampton Court, Royal Collections)",Painting,Religious,Birds Cattle Deer Horse Lion Monkey Parrot Nude Old_Testament Paradise,1615-1620,47.6,66,,,Copper,,,,,1615,,,,,,,,,,Jan Brueghel II,,,,,Public,England,Surrey,"Hampton Court Palace, Royal Collection",RCIN 405512 (sometimes Windsor Castle),,"Vertue 1740, V, S. 127; Slg. Cat. Windsor Castle 1937, S. 24; Ertz 1979, S. 245 ff., Abb. 316.",,,,,,"{% cite 9004 %} S. 245 ff., Abb. 316.",1388,brueghel_item,brueghel,img/derivatives/simple/18350/thumbnail.jpg,img/derivatives/simple/18350/full.jpg
18351,The Garden of Eden with the Fall of Man (Budapest),,,The Garden of Eden with the Fall of Man (Budapest),Painting,Religious,Birds Cattle Deer Horse Parrot Nude Old_Testament Paradise,ca. 1620,51,93,,,Panel,,,,,,,,,,,,,,,Jan Brueghel II,,,,,Public,Hungary,Budapest,Szépmüvészeti Múzeum,inv. no. 550 (621),,"Mundler 1869, IX, S. 10; Frimmel 1891, I, S. 200; Speth-Holterhoff 1957, S. 123; Mus. Cat. Budapest 1967, S. 105; Gerszi 1970, Nr. 40, 41; Ertz 1979, S. 246-247, Abb. 320, Anm. 292.",,,,,,"{% cite 9125 %} IX, S. 10, {% cite 7936 %} I, S. 200, {% cite 9310 %} S. 123, {% cite 17161 %} S. 105, {% cite 9004 %} S. 246-247, Abb. 320, Anm. 292.",1389,brueghel_item,brueghel,img/derivatives/simple/18351/thumbnail.jpg,img/derivatives/simple/18351/full.jpg
18352,The Paradise with the Creation of Eve in the background on the left (Paris 1996),,,The Paradise with the Creation of Eve in the background on the left (Paris 1996),Painting,Religious,Birds Cattle Deer Horse Parrot Nude Old_Testament Paradise,,36.5,50.5,,,Copper,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1390,brueghel_item,brueghel,img/derivatives/simple/18352/thumbnail.jpg,img/derivatives/simple/18352/full.jpg
18353,The Paradise (Stourhead),,,The Paradise (Stourhead),Painting,Religious,Birds Cattle Deer Horse Lion Parrot Nude Old_Testament Paradise,,55,85,,,Panel,,,,,,,,,,,,,,,,,,,,Public,England,Wiltshire,"Stourhead House, National Trust",NT 732106 (current),,,,,,,,,1391,brueghel_item,brueghel,img/derivatives/simple/18353/thumbnail.jpg,img/derivatives/simple/18353/full.jpg
18354,"The Paradise (New York, 1957)",,,"The Paradise (New York, 1957)",Painting,Religious,,,65,92,,,,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1392,brueghel_item,brueghel,img/derivatives/simple/18354/thumbnail.jpg,img/derivatives/simple/18354/full.jpg
18355,The Paradise (Madrid),,,The Paradise (Madrid),Painting,Religious,Birds Cattle Deer Horse Lion Parrot Nude Old_Testament Paradise,,90,76,,,,,,,,,,,,,,,,,,,,,,,Public,Spain,Madrid,Museo Lázaro Galdiano,No. 11292,,,,,,,,,1393,brueghel_item,brueghel,img/derivatives/simple/18355/thumbnail.jpg,img/derivatives/simple/18355/full.jpg
18356,"The Paradise (London, 1929)",,,"The Paradise (London, 1929)",Painting,Religious,Birds Cattle Deer Horse Lion Parrot Nude Old_Testament Paradise,,53,84,,,Panel,,,,,,,,,,,,,,,,,,,,Public,England,London,National Gallery,"cat. 1929, no. 1881.",,,,,,,,,1394,brueghel_item,brueghel,img/derivatives/simple/18356/thumbnail.jpg,img/derivatives/simple/18356/full.jpg
18357,"The Paradise (Cologne, 1935)",,,"The Paradise (Cologne, 1935)",Painting,Religious,Birds Deer Horse Lion Parrot Nude Old_Testament Paradise,,55,87,,,,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1395,brueghel_item,brueghel,img/derivatives/simple/18357/thumbnail.jpg,img/derivatives/simple/18357/full.jpg
18358,The Paradise (Rome),,,The Paradise (Rome),Painting,Religious,Birds Cattle Deer Horse Lion Parrot Nude Old_Testament Paradise,,25,34,,,Copper,,,,,,,,,,,,,,,,,,,,Public,Italy,Rome,Galleria Doria Pamphilj,"cat. 1970, nr. 278.",,,,,,,,,1396,brueghel_item,brueghel,img/derivatives/simple/18358/thumbnail.jpg,img/derivatives/simple/18358/full.jpg
18359,"Study of birds (London, 1963)",,,"Study of birds (London, 1963)",Painting,Religious,Birds Parrot,,,,,,,,,,,,,,,,,,,,,Jan Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1397,brueghel_item,brueghel,img/derivatives/simple/18359/thumbnail.jpg,img/derivatives/simple/18359/full.jpg
18360,"A Study of Parrots with a Falconer in the Background (Sotheby's, New York)",,,"A Study of Parrots with a Falconer in the Background (Sotheby&apos;s, New York)",Painting,Religious,Birds Parrot,,30.5,22.2,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1398,brueghel_item,brueghel,img/derivatives/simple/18360/thumbnail.jpg,img/derivatives/simple/18360/full.jpg
18361,"A Study of three Roebucks (Sotheby's, Amsterdam)",,,"A Study of three Roebucks (Sotheby&apos;s, Amsterdam)",Painting,Religious,Deer,ca. 1620,18.6,31.2,,,Panel,,,,,,,,,,,,,,,Jan Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1399,brueghel_item,brueghel,img/derivatives/simple/18361/thumbnail.jpg,img/derivatives/simple/18361/full.jpg
18362,Allegory of Sound - Birds (Milan),,,Allegory of Sound - Birds (Milan),Painting,Religious,Senses Birds Parrot Allegory,,16,21,,,Copper,,,,,,,,,,,,,,,,,,,,Public,Italy,Milan,Pinacoteca di Brera,"cat. 1950, blz. 118, no. 658.",,,,,,,,,1400,brueghel_item,brueghel,img/derivatives/simple/18362/thumbnail.jpg,img/derivatives/simple/18362/full.jpg
18363,"Bird Concert (london, 1997)",,,"Bird Concert (london, 1997)",Painting,Religious,Senses Birds Parrot Allegory,,18.7,25.6,,,Copper,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1401,brueghel_item,brueghel,img/derivatives/simple/18363/thumbnail.jpg,img/derivatives/simple/18363/full.jpg
18364,"The Fall (Sotheby's, New York)",,,"The Fall (Sotheby&apos;s, New York)",Painting,Religious,Birds Cattle Deer Lion Parrot Old_Testament Paradise,,94.6,128.3,,,Canvas,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1402,brueghel_item,brueghel,img/derivatives/simple/18364/thumbnail.jpg,img/derivatives/simple/18364/full.jpg
18365,"Bird Concert (De Jonckheere, Paris/Brussels)",,,"Bird Concert (De Jonckheere, Paris/Brussels)",Painting,Religious,Senses Birds Parrot Allegory,,13.5,17,,,Copper,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1403,brueghel_item,brueghel,img/derivatives/simple/18365/thumbnail.jpg,img/derivatives/simple/18365/full.jpg
18366,The Allegory of Air (from series of the four elements) (Burghley House),,,The Allegory of Air (from series of the four elements) (Burghley House),Painting,Religious,Elements Birds Parrot Nude Putti Allegory,,34,49,,,Canvas,,,,,,,,,,,,,,,Jan Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1404,brueghel_item,brueghel,img/derivatives/simple/18366/thumbnail.jpg,img/derivatives/simple/18366/full.jpg
18367,From the Series of the Elements: Air (Saltram House),,,From the Series of the Elements: Air (Saltram House),Painting,Religious,Elements Birds Parrot Nude Putti Allegory,,57,92,,,Copper,,,,,,,,,,,,,,,,,,,,Public,England,Plymouth,"Saltram House, National Trust",NT 872529 (current),,"Peintures Flamandes du XV et XVIme Siècle, Louvre, Paris 1953, No.1919, Earth; No.1920, Air, both by Jan Brueghel the Elder; No.4006, Water; No.4007, Fire",,,,,,,1405,brueghel_item,brueghel,img/derivatives/simple/18367/thumbnail.jpg,img/derivatives/simple/18367/full.jpg
18368,"Landscape with one of the four elements: Air (Sotheby's, London, 1993)",,,"Landscape with one of the four elements: Air (Sotheby&apos;s, London, 1993)",Painting,Religious,Elements Birds Parrot Nude Putti Allegory,,21.2,31.7,,,Copper,,BRUEGHEL 1611,bottom left side,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1406,brueghel_item,brueghel,img/derivatives/simple/18368/thumbnail.jpg,img/derivatives/simple/18368/full.jpg
18369,From Series I of the Four Elements: Air (Amsterdam),,,From Series I of the Four Elements: Air (Amsterdam),Painting,Religious,Elements Birds Parrot Nude Putti Allegory,,51,76.5,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1407,brueghel_item,brueghel,img/derivatives/simple/18369/thumbnail.jpg,img/derivatives/simple/18369/full.jpg
18370,Allegory of Astronomy or one of the four elements: Air (The Hague),,,Allegory of Astronomy or one of the four elements: Air (The Hague),Painting,Religious,Elements Birds Parrot Nude Putti Allegory,,30,38.5,,,Copper,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1408,brueghel_item,brueghel,img/derivatives/simple/18370/thumbnail.jpg,img/derivatives/simple/18370/full.jpg
18371,"Allegory of Air (Berlin, 1911)",,,"Allegory of Air (Berlin, 1911)",Painting,Religious,Elements Birds Parrot Nude Putti Allegory,,57,97,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1409,brueghel_item,brueghel,img/derivatives/simple/18371/thumbnail.jpg,img/derivatives/simple/18371/full.jpg
18372,"Allegory of Air (Weber, Brussels)",,,"Allegory of Air (Weber, Brussels)",Painting,Religious,Elements Birds Parrot Nude Putti Allegory,,31,42,,,Copper,,,,,,Jan van Kessel (I) (1626–1679),?,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1410,brueghel_item,brueghel,img/derivatives/simple/18372/thumbnail.jpg,img/derivatives/simple/18372/full.jpg
18373,"Allegory of Air (Sotheby's, London, 2001)",,,"Allegory of Air (Sotheby&apos;s, London, 2001)",Painting,Religious,Elements Birds Parrot Nude Putti Allegory,,68.5,86.5,,,Copper,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1411,brueghel_item,brueghel,img/derivatives/simple/18373/thumbnail.jpg,img/derivatives/simple/18373/full.jpg
18374,Allegory of Earth and Water (Dusseldorf),,,Allegory of Earth and Water (Dusseldorf),Painting,Religious,Elements Birds Fish Monkey Allegory Food Fruit,,60.5,89,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1412,brueghel_item,brueghel,img/derivatives/simple/18374/thumbnail.jpg,img/derivatives/simple/18374/full.jpg
18375,Series of Four Elements: Earth as Paradise (Stuttgart),,,Series of Four Elements: Earth as Paradise (Stuttgart),Painting,Religious,Birds Cattle Deer Horse Lion Monkey Old_Testament Paradise,,46,67,,,Copper,,,,,,,,,,,,,,,,,,,,Public,Germany,Stuttgart,Staatsgalerie Stuttgart,"cat. 1931, no. 612",,,,,,,,,1413,brueghel_item,brueghel,img/derivatives/simple/18375/thumbnail.jpg,img/derivatives/simple/18375/full.jpg
18376,"Allegory of the Four Elements (Dorotheum, Vienna, 1998)",,,"Allegory of the Four Elements (Dorotheum, Vienna, 1998)",Painting,Religious,Elements Birds Monkey Parrot Allegory Flowers Food Fruit,,48,64,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1414,brueghel_item,brueghel,img/derivatives/simple/18376/thumbnail.jpg,img/derivatives/simple/18376/full.jpg
18377,The Four Elements (Bucharest),,,The Four Elements (Bucharest),Painting,Religious,Elements Birds Parrot Nude Allegory Food Fruit,,50,65,,,Panel,,,,,,,,,,,,,,,,,,,,Public,Romania,Bucharest,The National Museum of Art of Romania,,,,,,,,,,1415,brueghel_item,brueghel,img/derivatives/simple/18377/thumbnail.jpg,img/derivatives/simple/18377/full.jpg
18378,Bird Concert (Braunschweig),,,Bird Concert (Braunschweig),Painting,Religious,Senses Birds Parrot Allegory,,20.5,28,,,Copper,,,,,,,,,,,,,,,Jan Brueghel II,,,,,Public,Germany,Braunschweig,Herzog Anton Ulrich Museum,,,,,,,,,,1416,brueghel_item,brueghel,img/derivatives/simple/18378/thumbnail.jpg,img/derivatives/simple/18378/full.jpg
18379,"The Bird Concert (Christie's, London, 1998)",,,"The Bird Concert (Christie&apos;s, London, 1998)",Painting,Religious,Senses Birds Parrot Allegory,,13,17.8,,,Copper,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1417,brueghel_item,brueghel,img/derivatives/simple/18379/thumbnail.jpg,img/derivatives/simple/18379/full.jpg
18380,"Entry of the Animals into Noah's ark (Christie's, Monaco, 1991)",,,"Entry of the Animals into Noah&apos;s ark (Christie&apos;s, Monaco, 1991)",Painting,Religious,Birds Cattle Deer Horse Insects Lion Monkey Parrot Burghers Old_Testament Paradise,16?5,60,90,,,Panel,,"""Brueghel 16?5""",,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1418,brueghel_item,brueghel,img/derivatives/simple/18380/thumbnail.jpg,img/derivatives/simple/18380/full.jpg
18381,"Noah's Ark (Paleis voor schone Kunst, Brussels, 1976)",,,"Noah&apos;s Ark (Paleis voor schone Kunst, Brussels, 1976)",Painting,Religious,Birds Cattle Deer Horse Insects Lion Monkey Parrot Burghers Old_Testament Paradise,,55,56,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1419,brueghel_item,brueghel,img/derivatives/simple/18381/thumbnail.jpg,img/derivatives/simple/18381/full.jpg
18382,The Ark of Noah Detail (Budapest),,,The Ark of Noah Detail (Budapest),Painting,Religious,Deer Horse Lion Burghers Old_Testament Paradise,,,,,,,,,,,,,,,,,,,,,,,,,,Public,Hungary,Budapest,Szépmüvészeti Múzeum,"cat. 1931 (no. 629), cat. 1954 (no. 548).",,,,,,,,,1420,brueghel_item,brueghel,img/derivatives/simple/18382/thumbnail.jpg,img/derivatives/simple/18382/full.jpg
18383,Noah in Front of Sea,,,Noah in Front of Sea,Painting,Religious,Birds Fish Horse Lion Parrot Old_Testament Paradise,,52,77,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1421,brueghel_item,brueghel,img/derivatives/simple/18383/thumbnail.jpg,img/derivatives/simple/18383/full.jpg
18384,"Noah's Ark (Palais des Congres, Versailles, 1976)",,,"Noah&apos;s Ark (Palais des Congres, Versailles, 1976)",Painting,Religious,Birds Cattle Horse Lion Parrot Burghers Old_Testament Paradise,,54,74,,,Canvas,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1422,brueghel_item,brueghel,img/derivatives/simple/18384/thumbnail.jpg,img/derivatives/simple/18384/full.jpg
18385,Procession into Noah's Ark (New York),,,Procession into Noah&apos;s Ark (New York),Painting,Religious,Birds Cattle Horse Lion Parrot Burghers Old_Testament Paradise,,77,131,,,,,,,,,,Van Kessel? J. v. Balen?,,,,,,,,,,,,,Private,,,,"New York, Collection of Emile E. Wolf",,,,,,,,,1423,brueghel_item,brueghel,img/derivatives/simple/18385/thumbnail.jpg,img/derivatives/simple/18385/full.jpg
18386,"The Animals approaching Noah's ark (Christie's, London, 1988)",,,"The Animals approaching Noah&apos;s ark (Christie&apos;s, London, 1988)",Painting,Religious,Birds Cattle Deer Horse Lion Parrot Old_Testament Paradise,,49.8,79.4,,,Copper,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1424,brueghel_item,brueghel,img/derivatives/simple/18386/thumbnail.jpg,img/derivatives/simple/18386/full.jpg
18387,Adam and Eve (no location),,,Adam and Eve (no location),Painting,Religious,Birds Deer Lion Parrot Nude Old_Testament Paradise,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1425,brueghel_item,brueghel,img/derivatives/simple/18387/thumbnail.jpg,img/derivatives/simple/18387/full.jpg
18388,"Paradise landscape (Kunsthaus Lempertz, Cologne, 1995)",,,"Paradise landscape (Kunsthaus Lempertz, Cologne, 1995)",Painting,Religious,Birds Deer Lion Parrot Nude Old_Testament Paradise,,48.5,66,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1426,brueghel_item,brueghel,img/derivatives/simple/18388/thumbnail.jpg,img/derivatives/simple/18388/full.jpg
18389,"The Garden of Eden (Gallerie Mullenmeister, 1983)",,,"The Garden of Eden (Gallerie Mullenmeister, 1983)",Painting,Religious,Birds Deer Lion Parrot Paradise,,58.5,44.5,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,"Klaus Ertz, &quot;Jan Brueghel d. A., de Gemalde&quot;, Cologne, 1979, page 526, anm. 298. Also, Jan Brueghel the Younger with illustration No. 87 (Autumn 1983), Burlington Magazine, London, December 1955.",,,,,,"{% cite 9004 %} page 526, anm. 298",1427,brueghel_item,brueghel,img/derivatives/simple/18389/thumbnail.jpg,img/derivatives/simple/18389/full.jpg
18390,"A Paradise scene (Sotheby's, London, 1985)",,,"A Paradise scene (Sotheby&apos;s, London, 1985)",Painting,Religious,Birds Dog Lion Parrot Paradise,,19.2,15.4,,,Copper,,"""BRUEGHEL""",,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1428,brueghel_item,brueghel,img/derivatives/simple/18390/thumbnail.jpg,img/derivatives/simple/18390/full.jpg
18391,The Ark of Noah (Barcelona),,,The Ark of Noah (Barcelona),Painting,Religious,Birds Deer Lion Parrot Old_Testament Paradise,,32,49,,,Copper,,,,,,,,,,,,,,,,,,,,Private,,,,"Barcelona, Collection of R. Padrora Cervena",,,,,,,,,1429,brueghel_item,brueghel,img/derivatives/simple/18391/thumbnail.jpg,img/derivatives/simple/18391/full.jpg
18392,"The Paradise of Animals (Dorotheum, Vienna, 1996)",,,"The Paradise of Animals (Dorotheum, Vienna, 1996)",Painting,Religious,Birds Cattle Dog Horse Lion Parrot Old_Testament Paradise,,50,80,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1430,brueghel_item,brueghel,img/derivatives/simple/18392/thumbnail.jpg,img/derivatives/simple/18392/full.jpg
18393,"The Earthly Paradise (Tajan, Paris, 1998)",,,"The Earthly Paradise (Tajan, Paris, 1998)",Painting,Religious,Birds Cattle Dog Horse Lion Parrot Old_Testament Paradise,,36.5,50.5,,,Copper,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1431,brueghel_item,brueghel,img/derivatives/simple/18393/thumbnail.jpg,img/derivatives/simple/18393/full.jpg
18394,"Par_Adam and Eve in Garden (Drouot, Paris, 1996)",,,"Par_Adam and Eve in Garden (Drouot, Paris, 1996)",Painting,Religious,Birds Deer Lion Monkey Parrot Nude Old_Testament Paradise,,63.5,48.9,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1432,brueghel_item,brueghel,img/derivatives/simple/18394/thumbnail.jpg,img/derivatives/simple/18394/full.jpg
18395,"Paradise landscape with the Fall (Private Collection, Germany)",,,"Paradise landscape with the Fall (Private Collection, Germany)",Painting,Religious,Birds Nude Old_Testament Paradise Fruit,,36,22.5,,,Panel,,,,,,,,,,,,,,,Jan Brueghel II,,,,,Private,,,,"Germany, Private Collection",,"Ertz 1984, no. 100.",,,,,,{% cite 8067 %} no. 100.,1433,brueghel_item,brueghel,img/derivatives/simple/18395/thumbnail.jpg,img/derivatives/simple/18395/full.jpg
18396,The Paradise of animals (Berlin),,,The Paradise of animals (Berlin),Painting,Religious,Deer Lion Monkey Parrot Old_Testament Paradise,,59,42,,,,,,,,,,,,,,,,,,Jan Brueghel II,,,,,Public,Germany,Berlin,"Museen Dahlem, Staatliche Museen zu Berlin",,,,,,,,,,1434,brueghel_item,brueghel,img/derivatives/simple/18396/thumbnail.jpg,img/derivatives/simple/18396/full.jpg
18397,Orpheus with the Animals (unknown),,,Orpheus with the Animals (unknown),Painting,Religious,Cattle Deer Dog Horse Monkey,,29.5,36,,,Copper,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1435,brueghel_item,brueghel,img/derivatives/simple/18397/thumbnail.jpg,img/derivatives/simple/18397/full.jpg
18398,Orpheus (London 1938),,,Orpheus (London 1938),Painting,Religious,,,47.5,68.5,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1436,brueghel_item,brueghel,img/derivatives/simple/18398/thumbnail.jpg,img/derivatives/simple/18398/full.jpg
18399,"Orpheus (Munich, 1957)",,,"Orpheus (Munich, 1957)",Painting,Religious,Cattle Dog Horse Monkey,,95.5,157,,,Canvas,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1437,brueghel_item,brueghel,img/derivatives/simple/18399/thumbnail.jpg,img/derivatives/simple/18399/full.jpg
18400,The Death of Orpheus,,,The Death of Orpheus,Painting,Religious,Deer Dog Lion Sheep,,45,63,,,Copper,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1438,brueghel_item,brueghel,img/derivatives/simple/18400/thumbnail.jpg,img/derivatives/simple/18400/full.jpg
18401,"The Paradise (Dorotheum, Vienna, 1994)",,,"The Paradise (Dorotheum, Vienna, 1994)",Painting,Religious,Deer Dog Lion Sheep,,51.5,67,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1439,brueghel_item,brueghel,img/derivatives/simple/18401/thumbnail.jpg,img/derivatives/simple/18401/full.jpg
18402,Orpheus in paradise (Eskiltsuna),,,Orpheus in paradise (Eskiltsuna),Painting,Religious,Birds Dog Horse Monkey,,40,75,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,"Eskiltsuna, Sweden, Collection of Mrs. Brita Graflund",,,,,,,,,1440,brueghel_item,brueghel,img/derivatives/simple/18402/thumbnail.jpg,img/derivatives/simple/18402/full.jpg
18403,"Orpheus enchanting the trees and animals with his lyre (Dorotheum, Vienna, 1996)",,,"Orpheus enchanting the trees and animals with his lyre (Dorotheum, Vienna, 1996)",Painting,Religious,Birds Cattle Horse Lion Parrot,,70,91.5,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1441,brueghel_item,brueghel,img/derivatives/simple/18403/thumbnail.jpg,img/derivatives/simple/18403/full.jpg
18404,Orpheus (Unknown),,,Orpheus (Unknown),Painting,Religious,Birds Cattle Dog Horse Lion Parrot,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1442,brueghel_item,brueghel,img/derivatives/simple/18404/thumbnail.jpg,img/derivatives/simple/18404/full.jpg
18405,"Peasant Dance, Wedding (Phillip's, London, 1994)",,,"Peasant Dance, Wedding (Phillip&apos;s, London, 1994)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,56,44,,,Panel,,"""P. Brueghel 1624""",,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1443,brueghel_item,brueghel,img/derivatives/simple/18405/thumbnail.jpg,img/derivatives/simple/18405/full.jpg
18406,"Peasant Dance, Wedding (New York)",,,"Peasant Dance, Wedding (New York)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,,,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,"New York, Schaeffer Galleries",,,,,,,,,1444,brueghel_item,brueghel,img/derivatives/simple/18406/thumbnail.jpg,img/derivatives/simple/18406/full.jpg
18407,Dancing Peasants at a Wedding Feast in the Open Air (Berlin),,,Dancing Peasants at a Wedding Feast in the Open Air (Berlin),Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,37,53,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1445,brueghel_item,brueghel,img/derivatives/simple/18407/thumbnail.jpg,img/derivatives/simple/18407/full.jpg
18408,"Peasant Wedding (Christie's, London, 1994)",,,"Peasant Wedding (Christie&apos;s, London, 1994)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,34.6,48.3,,,Panel,,"""BRUEGHEL 16[.]3""",bottom right,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1446,brueghel_item,brueghel,img/derivatives/simple/18408/thumbnail.jpg,img/derivatives/simple/18408/full.jpg
18409,"Dancing Peasants at a Wedding Feast in the Open Air (Christie's, London, 2002)",,,"Dancing Peasants at a Wedding Feast in the Open Air (Christie&apos;s, London, 2002)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,40.5,53.9,,,Panel,,"""P.BRE.GHEL""",bottom left,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1447,brueghel_item,brueghel,img/derivatives/simple/18409/thumbnail.jpg,img/derivatives/simple/18409/full.jpg
